glycan_id,glycan,species,immunogenicity,inferred_origin,link
174,Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc(a1-3)LDManHep,['Escherichia_coli'],,,
175,GalNAc(b1-4)[GlcNAc(b1-3)]GlcA(b1-3)Gal(b1-3)GalNAc,['Escherichia_coli'],,,
176,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAcOAc(a1-2)LDManHepOPEtn(a1-3)]LDManHep(a1-5)Kdo,['Neisseria_meningitidis'],,,
177,Gal(b1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GalNAc(b1-6)]GalNAc,,,Chordata,
178,LDManHep(a1-2)LDManHep(a1-3)[Gal(b1-4)DDManHep(a1-6)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo,['Actinobacillus_pleuropneumoniae'],,,
179,Rha(a1-2)[GlcNAc(b1-3)]Rha(a1-2)Rha(a1-2)[GlcNAc(b1-3)]Rha,,,Bacteria,
180,Glc(b1-3)GalOAcA(a1-3)Man(a1-3)[GalOMe(a1-6)]Glc,,,Bacteria,
181,Man(a1-3)[Gal(b1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
182,[Glc(a1-6)Glc(a1-6)]Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,,,Eukarya,
183,Glc(a1-6)Gal(a1-6)Glc,,,Bacteria,
184,Gal(a1-3)GalNAc(b1-6)Glc(a1-4)GlcA(b1-4)GalNAc,,,Bacteria,
185,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,,,Chordata,
186,Rha(a1-2)Rha(a1-1)Glc,,,Bacteria,
187,D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-RhaOMe(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-Rha(a1-3)D-RhaGro,['Mesorhizobium_loti'],,,
188,[AbeOAc(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-4)]Gal(b1-2)Man,['Salmonella_enterica'],,,
189,[Man(b1-2)]Gal(a1-6)Gal,['Lentinula_edodes'],,,
190,[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc(b1-3)Gal,"['Escherichia_coli', 'Salmonella_aberdeen', 'Salmonella_sp']",1,,
191,Rha(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)Rha,['Escherichia_coli'],,,
192,Glc(b1-2)Glc(b1-2)Glc,"['Acholeplasma_axanthum', 'Medicago_sativa', 'Panax_notoginseng', 'Panax_quinquefolius', 'Stevia_rebaudiana']",,,
193,GalNAc(a1-4)GalNAc(a1-3)GalNAc(b1-3)[D-Fuc(a1-4)]GalA,,,Bacteria,
194,[NeuNGc(a2-3)GalOP(a1-6)]Glc(b1-3)D-FucNAc(b1-3)Glc,['Glaesserella_parasuis'],,,
195,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)Hex,,,Chordata,
196,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
197,Gal(a1-4)[Kdo(a2-4)Kdo(a2-6)]GlcN(b1-6)GlcN,,,Bacteria,
198,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Artiodactyla,
199,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
200,Kdo(a2-4)[Kdo(a2-8)]Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAcOP,['Escherichia_coli'],,,
201,Rha(a1-4)GalNAcA(a1-3)QuiNAc(b1-2)a-Tri-ol,,,Bacteria,
202,Gal(a1-3)Gal(a1-4)Gal,,,Eukarya,
203,Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcN(b1-6)GlcN,,,Bacteria,
204,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc,,,Chordata,
205,L-GulOAcA(a1-4)ManOAcA(b1-3)GalNAc,,,Bacteria,
206,Rha(a1-2)Glc(b1-3)Glc,,,Fabales,
207,[Glc(b1-6)Glc(b1-6)Glc(b1-3)Glc,['Azospirillum_brasilense'],,,
208,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0,,O
209,GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
210,[Glc(b1-6)]Glc(b1-3)[Glc(b1-6)]Glc(b1-3)[Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc,['Auricularia_auriculajudae'],,,
211,Kdo(a2-4)[LDManHep(a1-2)LDManHepOPEtn(a1-3)[Glc(b1-4)[GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-6)]LDManHep(a1-6)Glc(b1-4)]LDManHep(a1-5)]Kdo,,,Bacteria,
212,GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc,['Escherichia_coli'],,,
213,LDManHep(a1-2)[Gal(b1-4)Glc(b1-4)Glc(a1-3)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)Kdo(a2-6)GlcN(b1-6)GlcN,,,Bacteria,
214,Gal(a1-3)GalNAc(a1-3)[GlcNAc(a1-4)]GalNAc(a1-4)Glc,,,Bacteria,
215,Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Actinidia_chinensis', 'Armoracia_rusticana', 'Corylus_avellana', 'Musa_acuminata']",1,,N
216,FucNAc(a1-3)D-FucNAc(b1-2)Glc(b1-3)FucNAc,['Pseudomonas_aeruginosa'],,,
217,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,['Mycoplasma_pneumoniae'],,,
218,[Gal(b1-4)]Glc(a1-4)GlcA(b1-4)FucOAc(a1-3)Glc,['Escherichia_coli'],,,
219,Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-3)[Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Ara,,,Bacteria,
220,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
221,GlcNAc(a1-6)Man(a1-2)Man,,,Bacteria,
222,Kdo(a2-4)[GlcNAc(b1-2)Glc(a1-3)[Rha(a1-6)Glc(b1-4)]GalN(a1-3)LDManHepOP(a1-3)LDManHepOPOPPEtn(a1-5)]Kdo,,,Bacteria,
223,Fuc(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Eukarya,
224,Man(a1-2)ManOAep(a1-2)Man(a1-2)Man(a1-4)GlcNOAep,['Trypanosoma_cruzi'],,,
225,QuiNAc(b1-3)6dTalOAc(a1-3)FucNAc(b1-4)QuiNAc,['Pseudomonas_fluorescens'],1,,
226,Kdo(a2-8)Kdo(a2-4)[LDManHep(a1-5)]Kdo(a2-6)GlcOPN(a1-6)GlcN,,,Bacteria,
227,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcOS,,,Eukarya,
228,Man(b1-2)Man(b1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man,,,Mucorales,
229,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
230,Glc(b1-4)Man(b1-4)Man(b1-4)Man,"['Amorphophallus_konjac', 'Bletilla_striata']",,,
231,Gal(b1-4)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-6)]GlcNAc,,,Bacteria,
232,Gal(b1-3)Gal(a1-4)Gal,,,Bacteria,
233,GlcNAcOAcNAla(b1-4)ManNAcNAmA(b1-4)QuiNAc-ol,['Vibrio_anguillarum'],,,
234,Gal(b1-2)[Gal(b1-3)][Gal(b1-4)][Gal(b1-6)]Glc,,,Angiosperms,
235,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Sus_scrofa'],,,N
236,Glc(b1-4)[ManOAc(b1-4)GlcA(b1-2)Man(b1-3)]Glc(b1-4)Glc,['Xanthomonas_campestris'],,,
237,Glc(b1-3)[Glc(a1-4)]Glc(b1-3)Glc(b1-3)Glc(a1-3)Glc,['Pleurotus_ostreatus'],,,
238,Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAcN,"['Robinia_pseudoacacia', 'Styphnolobium_japonicum', 'Viscum_album']",,,
239,Rha(a1-3)Glc(b1-3)L-Thr,,,Bacteria,
240,Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
241,GlcNAc(b1-4)GlcNAc(b1-4)Man,,,Bacteria,
242,Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal,,,Chordata,
243,GlcNAc(a1-2)Rha(a1-2)[Rha(a1-3)]Rha(a1-3)Rha(a1-3)GlcNAc,['Ralstonia_solanacearum'],,,
244,Fruf(b2-6)Fruf(b2-6)Fruf(b2-6)Fruf(b1-2)Glc,"['Lolium_temulentum', 'Triticum_aestivum']",,,
245,NeuNAc(a2-3)[GalNAc(b1-4)]GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,,,Chordata,
246,[Galf(b1-2)]Man(a1-6)Man,"['Coniella_sp', 'Copromyces_sp', 'Cryptodiaporthe_sp', 'Cryptosporella_sp', 'Diplogelasinospora_sp', 'Gelasinospora_sp', 'Greeneria_sp', 'Harknessia_sp', 'Melanconiella_sp', 'Melanconis_sp', 'Ophiovalsa_sp', 'Pilidiella_sp', 'Plagiostoma_sp', 'Sordaria_sp', 'Trichoderma_gelatinosum']",,,
247,GlcOPyr(b1-6)Gal(a1-4)GlcA(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-6)Glc(a1-4)GlcA(b1-4)GlcA(b1-4)Glc,,,Bacteria,
248,Man(b1-4)Glc(b1-4)Glc(b1-4)Man,['Amorphophallus_konjac'],,,
249,GlcNAc(b1-2)GlcA(b1-3)Gal(b1-3)GalNAc,['Escherichia_coli'],,,
250,Rha(a1-3)Gal(a1-2)Rha,['Lactococcus_lactis'],,,
251,Fuc(a1-2)[Fuc(a1-3)Fuc(a1-3)Fuc(a1-3)]Fuc(a1-3)Fuc,,,Bacteria,
252,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
253,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-6)]GlcN,,,Animalia,
254,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
255,Glc(b1-3)GalNAc(b1-3)[D-FucNAlaAc(a1-4)]Gal(b1-2)Ery-ol,"['Cronobacter_dublinensis', 'Cronobacter_sakazakii']",,,
256,NeuNAcOAc(a2-3)Gal(b1-4)GlcNAc,,,Eukarya,
257,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
258,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
259,Gal(a1-2)Gal(a1-2)Man(a1-2)Man,,,Eukarya,
260,Gal(b1-6)Gal(b1-6)Gal(b1-6)Gal(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc,,,Basidiomycota,
261,XylOMe(b1-3)XylOMe(b1-2)[RhaOMe(a1-6)]GlcOMe(b1-2)GlcOMe-ol,['Gymnocladus_chinensis'],,,
262,Ara(a1-2)Ara(a1-4)Glc,['Androsace_septentrionalis'],,,
263,Man(a1-2)[Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Ascomycota,
264,GalfOAc(b1-3)GlcA(b1-3)GalfOAc,['Brevibacterium_aurantiacum'],,,
265,Kdo(a2-4)[Glc(a1-3)[Hep(a1-7)]Hep(a1-3)Hep(a1-5)]Kdo(a2-6)GlcNAc(b1-6)GlcNAc,,,Bacteria,
266,QuiNAc(b1-6)GlcNAc(a1-4)GlcA(b1-3)GalNAc,,,Bacteria,
267,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
268,[Gal(b1-3)Gal(b1-3)Gal(b1-3)]Gal(b1-4)ManOP(a1-6)Gal,['Leishmania_major'],,,
269,Man(a1-4)[Man(b1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Ascomycota,
270,Gal(a1-3)[GlcA(b1-4)]Rha,,,Bacteria,
271,Kdo(a2-4)[Glc(a1-6)Glc(a1-6)Glc(b1-4)GlcOP(a1-5)]Ko(a2-6)GlcN(b1-6)GlcN,,,Bacteria,
272,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
273,QuiNAc(b1-3)Rha(a1-2)[LDManHep(a1-7)][Rha(a1-3)]LDManHep(a1-3)[LDManHep(a1-6)Glc(b1-4)]LDManHep(a1-5)[Ko(a2-4)]Kdo,['Burkholderia_multivorans'],,,
274,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0,,N
275,Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Saccharomyces_cerevisiae'],,,N
276,Glc(b1-6)[Xyl(b1-4)]Glc,,,Angiosperms,
277,Glc(b1-4)GlcA(b1-4)[Glc(b1-4)Glc(b1-6)]GlcNAc,,,Agaricomycetes,
278,Glc(b1-3)Glc(b1-3)[Glc(b1-4)]Glc(b1-3)Glc(b1-3)Glc,['Calocybe_indica'],,,
279,Kdo(a2-4)[GlcN(a1-2)[Gal(a1-2)Man(a1-4)Rha(a1-3)Gal(a1-2)Man(a1-4)Rha(a1-3)Gal(a1-2)Man(a1-4)Rha(a1-3)Gal(b1-4)]Glc(a1-2)Gal(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep(a1-5)]Kdo(a2-6)GlcN(b1-6)GlcN,,,Bacteria,
280,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,,,Chordata,
281,Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)[Fuc(b1-3)]Glc,,,Eukarya,
282,GlcA(b1-4)GalNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAcOPCho(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Dirofilaria_immitis'],,,
283,GlcNAc(a1-2)LDManHepOPEtn(a1-3)[Gal(a1-4)Gal(b1-4)Glc(b1-4)]LDManHep(a1-5)Kdo,,,Bacteria,
284,[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,['Tamarindus_indica'],,,
285,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)][GlcNAc(b1-6)]Gal(b1-3)[NeuNAc(a2-6)]GalNAc,['Bufotes_viridis'],,,O
286,Rha(a1-2)Rha(a1-2)GlcA,,,Dicotyledons,
287,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Animalia,
288,Glc(a1-4)[Gal(b1-6)]Glc,,,Bacteria,
289,NeuNAc(a2-3)GalOS(b1-4)GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,,,Chordata,
290,GlcNMe(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,,,Bacteria,
291,[Ara(a1-3)]Xyl(b1-4)Xyl(b1-4)[Gal(b1-3)]Xyl(b1-4)Xyl,['Linum_usitatissimum'],,,
292,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Bos_taurus'],,,N
293,Glc(b1-6)[GalNAc(a1-2)Gal(b1-4)]GlcNAc(b1-3)Gal(a1-4)Man(b1-3)Glc,['Bacteroides_vulgatus'],,,
294,Gal(a1-6)Gal(b1-6)Man,"['Handkea_excipuliformis', 'Papiliotrema_laurentii']",,,
295,GalNAc(a1-3)[GlcNAcOAc(a1-4)]GalNAc(a1-4)Glc(a1-4)Gal(b1-3)GalNAc,['Shigella_dysenteriae'],,,
296,Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc,,,Chordata,
297,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,,1,Bacteria,
298,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'MurineLeukemia_Virus']",0,,N
299,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0,,O
300,Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAcOP,['Chlamydia_trachomatis'],,,
301,GlcOMeA(a1-2)[Xyl(b1-4)]Xyl(b1-4)Xyl-onic,,,Angiosperms,
302,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,,,Animalia,
303,Man(a1-4)GlcNAc(a1-4)GlcNAc,,,Dicotyledons,
304,GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc,['Escherichia_coli'],,,
305,Gal(b1-4)[Xyl(b1-3)]GlcNAc,,,Bacteria,
306,Glc(a1-3)Glc(a1-6)Glc(a1-3)Glc,,,Bacteria,
307,[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,['Tamarindus_indica'],,,
308,NeuNAc(a2-6)[Fuc(a1-2)]Gal(b1-4)GlcNAc,,,Chordata,
309,Glc(a1-1)[Man(a1-3)Man(a1-2)Rha(a1-2)L-Aco(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)]Glc,,,Bacteria,
310,Gal(b1-6)[Rha(a1-4)GlcA(a1-3)]Man(a1-3)Glc(b1-3)[Gal(b1-2)Rha(a1-4)][Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc,['Burkholderia_pyrrocinia'],,,
311,Glc(b1-3)Rha(a1-4)Xyl,['Thalictrum_sp'],,,
312,[Ribf(b1-4)GlcA(b1-4)]Gal(a1-6)Man(a1-2)Man(a1-3)GalNAc(b1-3)Gal,"['Escherichia_coli', 'Shigella_boydii']",,,
313,Glc(b1-3)[Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc,['Candida_glabrata'],,,
314,GlcNMeOCmOVac(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc,['Bradyrhizobium_elkanii'],,,
315,Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc,['Nicotiana_tabacum'],,,
316,Man(a1-2)[Rha(a1-3)]Glc,,,Bacteria,
317,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,,,Chordata,
318,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0,,O
319,[GlcA(b1-2)]Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man,['Trichosporon_asahii'],,,
320,GlcOFer(b1-4)Glc(a1-2)FrufOAcOFer,['Lilium_mackliniae'],,,
321,Man(b1-4)Rha(a1-3)Gal(b1-6)Man(b1-4)Rha(a1-3)Gal(b1-6)Man(b1-4)Rha(a1-3)Gal,['Salmonella_newington'],,,
322,RhaOMe(a1-2)RhaOMe(a1-4)RhaOMe,['Mycobacterium_haemophilum'],,,
323,Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha,['Shigella_dysenteriae'],,,
324,GalNAc(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,,,Bacteria,
325,[Col(a1-2)]GalOAcA(b1-3)[Col(a1-4)]GlcNAc(a1-4)GalA(a1-3)QuiNAc,['Vibrio_cholerae'],1,,
326,Man(a1-3)[Man(b1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,,,Animalia,
327,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc,,,Chordata,
328,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,,,Chordata,
329,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['AvianInfluenzaA_Virus', 'Bos_taurus', 'Canis_lupus', 'Capra_hircus', 'Cavia_porcellus', 'Coturnix_japonica', 'Gallus_gallus', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Marburg_Virus', 'Mesocricetus_auratus', 'Mus_musculus', 'Oryctolagus_cuniculus', 'Ovis_aries', 'Rattus_norvegicus', 'Sus_scrofa']",0,,N
330,Man(b1-2)[Glc(a1-3)]Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,['Salmonella_enterica'],,,
331,Glc(b1-2)[Xyl(a1-3)]Glc(b1-4)Gal,,,Fabales,
